,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
16,766,政策持续加码 智能电网加快推进 行业迎来高速发展阶段,截至2024年3月，2024年电网工程投资累计完成额为766亿，同比增长14.7%，电网投资高增判断逐步兑现。,2024-06-14 10:26:21,第一财经,http://stock.eastmoney.com/a/202406143103970252.html
17,766,驻泰使馆梳理常见诈骗套路 提醒在泰留学人员提高警惕,jiaoyuzuth@163.com 中国驻清迈总领馆领保电话：081-882-3283 中国驻宋卡总领馆领保电话：081-766,2024-06-12 23:18:13,南方新闻网,http://finance.eastmoney.com/a/202406123102217385.html
18,766,科锐国际最新筹码趋于集中,科锐国际5月13日在交易所互动平台中披露，截至5月10日公司股东户数为9388户，较上期（4月30日）减少766户，环比降幅为,2024-05-13 17:28:29,证券时报网,http://finance.eastmoney.com/a/202405133074783795.html
19,766,长城汽车：一季度净利润同比增长1752.55%,"长城汽车发布一季报，2024年一季度实现营业总收入42,859,766,505.58元，同比增长47.60%；归属于上市公司股东的净利润",2024-04-24 18:01:30,上海证券报·中国证券网,http://finance.eastmoney.com/a/202404243057741315.html
20,766,光大证券将于5月28日召开股东大会,截至发稿，光大证券市值为766亿元。（文章来源：每日经济新闻）,2024-04-29 20:40:16,每日经济新闻,http://finance.eastmoney.com/a/202404293064076320.html
21,766,助力能源结构转型 2024年我国清洁能源建设开局良好,清洁能源在建规模51205万千瓦，同比增长30.97%；清洁能源投资完成额1173亿元，同比增长6.64%；电网投资完成额766,2024-05-15 17:20:27,人民网,http://finance.eastmoney.com/a/202405153077783750.html
22,766,一季度中国清洁能源建设景气指数处于较景气区间,51205万千瓦，同比增长30.97%；清洁能源投资完成额1173亿元(人民币，下同)，同比增长6.64%；电网投资完成额766,2024-05-15 15:04:29,中国新闻网,http://finance.eastmoney.com/a/202405153077457119.html
23,766,直线封板、飙涨超25%！利好不断 超级赛道多股拉升！,截至一季末，电网工程投资累计完成额为766亿元，同比增长14.7%。,2024-06-17 12:31:29,证券时报,http://finance.eastmoney.com/a/202406173105458933.html
24,766,国家能源局：一季度全国火电发电设备累计平均利用时数同比增加31小时｜快讯,电网工程完成投资766亿元，同比增长14.7%。（文章来源：华夏时报）,2024-04-22 16:56:40,华夏时报,http://finance.eastmoney.com/a/202404223054350461.html
25,766,国家能源局：截至3月底全国累计发电装机容量同比增长14.5%,电网工程完成投资766亿元，同比增长14.7%。（文章来源：新京报）,2024-04-22 11:00:25,新京报,http://finance.eastmoney.com/a/202404223054054957.html
26,766,国家能源局：至3月底全国累计发电装机容量约29.9亿千瓦 同比增长14.5%,电网工程完成投资766亿元，同比增长14.7%。 （文章来源：南方财经网）,2024-04-22 09:29:51,南方财经网,http://finance.eastmoney.com/a/202404223053593547.html
27,766,国家能源局：截至3月底全国累计发电装机容量约29.9亿千瓦，同比增长14.5%,电网工程完成投资766亿元，同比增长14.7%。（文章来源：界面新闻）,2024-04-22 09:27:10,界面新闻,http://finance.eastmoney.com/a/202404223053640661.html
28,766,国家能源局：至3月底全国累计发电装机容量约29.9亿千瓦 同比增长14.5%,电网工程完成投资766亿元，同比增长14.7%。 （文章来源：财联社）,2024-04-22 09:23:41,财联社,http://finance.eastmoney.com/a/202404223053566180.html
29,766,沪胶 空头优势减弱,分别为国泰君安期货席位、中银期货席位、中信期货席位、银河期货席位和华泰期货席位，分别大幅减少727手、887手、1324手、766,2024-05-22 08:50:16,期货日报,http://finance.eastmoney.com/a/202405223083780652.html
30,766,国家能源局：截至3月底全国累计发电装机容量约29.9亿千瓦 同比增长14.5%,电网工程完成投资766亿元，同比增长14.7%。（文章来源：北京商报）,2024-04-22 10:46:23,北京商报,http://finance.eastmoney.com/a/202404223054039183.html
31,766,【图解】国家能源局：1-3月全国累计发电装机容量约29.9亿千瓦,电网工程完成投资766亿元，同比增长14.7%。 （文章来源：中国经济网）,2024-04-22 10:45:44,中国经济网,http://finance.eastmoney.com/a/202404223054150992.html
32,766,国家能源局：截至3月底太阳能发电装机容量同比增长55%,电网工程完成投资766亿元，同比增长14.7%。（文章来源：中国证券报·中证金牛座）,2024-04-22 10:01:14,中国证券报·中证金牛座,http://finance.eastmoney.com/a/202404223053895749.html
33,766,截至3月底 全国累计发电装机容量约29.9亿千瓦,电网工程完成投资766亿元，同比增长14.7%。（文章来源：中国新闻网）,2024-04-22 09:50:47,中国新闻网,http://finance.eastmoney.com/a/202404223054052442.html
34,766,国家能源局：截至3月底全国累计发电装机容量约29.9亿千瓦，同比增长14.5%,电网工程完成投资766亿元，同比增长14.7%。（文章来源：证券时报网）,2024-04-22 09:39:41,证券时报网,http://finance.eastmoney.com/a/202404223053690786.html
35,766,一季度全国主要发电企业电源工程完成投资1365亿元 同比增长7.7%,电网工程完成投资766亿元，同比增长14.7%。（文章来源：证券日报）,2024-04-22 17:45:24,证券日报,http://finance.eastmoney.com/a/202404223054403371.html
36,766,国家能源局：1-3月全国累计发电装机容量约29.9亿千瓦 同比增长14.5%,电网工程完成投资766亿元，同比增长14.7%。（文章来源：上海证券报·中国证券网）,2024-04-22 09:36:13,上海证券报·中国证券网,http://finance.eastmoney.com/a/202404223053662715.html
37,766,今年前3月中国太阳能发电装机容量同比增逾五成,电网工程完成投资766亿元，同比增长14.7%。(完)（文章来源：中国新闻网）,2024-04-22 13:16:13,中国新闻网,http://finance.eastmoney.com/a/202404223054136627.html
38,766,一季度全国新增发电装机容量6943万千瓦,电网工程完成投资766亿元，同比增长14.7%。（文章来源：人民网）,2024-04-23 08:38:06,人民网,http://finance.eastmoney.com/a/202404233055737298.html
39,766,万科2023年新获取融资近900亿元 新增融资综合成本3.61%,据万科披露的信息，公司2023年在境内外合计新获取的融资近900亿元，其中境内新增融资766亿元，新增融资的综合成本3.61%,2024-03-28 20:24:15,财联社,http://finance.eastmoney.com/a/202403283028151049.html
40,766,提升科学素质 弘扬文明新风,院士专家校园行”活动邀请了包括18名院士在内的120多位不同领域的科技工作者，深入全市11个区，累计为29万多中小学生开展科普讲座766,2024-06-03 04:01:11,广州日报,http://finance.eastmoney.com/a/202406033093225124.html
41,766,东方嘉盛(002889.SZ)：2024年一季度实现净利润5074万元 同比下降15.23%,销售费用约为1930万元，管理费用约为2156万元，财务费用约为-766万元。,2024-04-26 11:19:21,界面新闻,http://finance.eastmoney.com/a/202404263060894618.html
42,766,被房地产拖惨拿不出57万元还债成为“被执行人”？科顺股份：这是一场乌龙！,天眼查显示，科顺股份共涉司法案件873桩，其中766次是当原告，占比87.7%。,2024-06-06 16:37:01,华夏时报,http://finance.eastmoney.com/a/202406063097909213.html
43,766,招商公路2023年度净利同比增39.19% 拟10派5.31元,"公司2023年实现营业收入9,731,355,008.25元，同比增长17.29%；实现归属于上市公司股东的净利润6,766,648,808.34",2024-04-02 20:33:44,上海证券报·中国证券网,http://finance.eastmoney.com/a/202404023032840136.html
44,766,金凯生科2023年度净利同比增7.51% 拟10转4派8元,"公司2023年实现营业收入766,824,305.02元，同比增长7.00%；实现归属于上市公司股东的净利润173,574,166.37",2024-04-01 19:43:05,上海证券报·中国证券网,http://finance.eastmoney.com/a/202404013031548545.html
45,766,洪通燃气(605169.SH)：2024年一季度净利润为214万元，同比下降84.43%,公司预收款项约为766万元，销售费用约为2259万元，管理费用约为1934万元，财务费用约为176万元。 ,2024-04-26 12:00:07,界面新闻,http://finance.eastmoney.com/a/202404263060928175.html
46,766,福元医药2023年度净利同比增11.36% 拟10派5元,"公司2023年实现营业收入3,339,636,352.62元，同比增长3.07%；实现归属于上市公司股东的净利润488,766,964.98",2024-03-31 17:10:39,上海证券报·中国证券网,http://finance.eastmoney.com/a/202403313030407627.html
47,766,沪铜涨势难持续？,今年1—3月，我国电网基本建设投资完成额为766亿元，同比增长14.7%，完成了全年目标总量的15.32%。 ,2024-05-20 11:10:11,期货日报,http://futures.eastmoney.com/a/202405203081309883.html
48,766,深市电力设备类公司锚定“量”“质”齐升 持续夯实能源保供基础,其中，电网工程投资完成额766亿元，同比增长14.7%；电源工程投资完成额1365亿元，同比增加8.0%。 ,2024-05-27 18:44:48,证券日报,http://finance.eastmoney.com/a/202405273088107579.html
49,766,万科A：2023年营业收入4657.39亿元 归母净利润121.63亿元,据万科披露的信息，公司2023年在境内外合计新获取的融资近900亿元，其中境内新增融资766亿元，新增融资的综合成本3.61%,2024-03-28 20:30:26,界面新闻,http://finance.eastmoney.com/a/202403283028155544.html
50,766,工大科雅(301197.SZ)：2024年前一季度净利润为131万元 同比增长10.68%,公司研发费用总额为766万元，研发费用占营业收入的比重为15.85%，同比下降4.15个百分点。（文章来源：界面新闻）,2024-04-24 14:07:45,界面新闻,http://finance.eastmoney.com/a/202404243057457586.html
51,766,安通控股(600179.SH)：2024年一季度实现净利润5120万元，同比下降37.98%,公司预收款项约为151万元，销售费用约为837万元，管理费用约为5523万元，财务费用约为766万元。 ,2024-04-25 16:06:21,界面新闻,http://finance.eastmoney.com/a/202404253059302121.html
52,766,江西铜业：2023年度净利润约65.05亿元 同比增加8.53%,截至发稿，江西铜业市值为766亿元。（文章来源：每日经济新闻）,2024-03-28 00:06:58,每日经济新闻,http://finance.eastmoney.com/a/202403283026547674.html
53,766,沪铜涨势难持续？,今年1—3月，我国电网基本建设投资完成额为766亿元，同比增长14.7%，完成了全年目标总量的15.32%。,2024-05-14 07:53:35,期货日报,http://futures.eastmoney.com/a/202405143075451251.html
54,766,沪铜 将高位调整,今年1—3月，我国电网基本建设投资完成额为766亿元，同比增长14.7%，完成了全年目标总量的15.32%。 ,2024-05-14 07:43:33,期货日报,http://futures.eastmoney.com/a/202405143075451098.html
55,766,江西铜业：3月27日召开董事会会议,截至发稿，江西铜业市值为766亿元。（文章来源：每日经济新闻）,2024-03-28 00:06:56,每日经济新闻,http://finance.eastmoney.com/a/202403283026548049.html
56,766,江西铜业：2023年度公司计提资产减值准备金额合计约8.92亿元,截至发稿，江西铜业市值为766亿元。（文章来源：每日经济新闻）,2024-03-28 00:00:01,每日经济新闻,http://finance.eastmoney.com/a/202403283026546530.html
57,766,MSCI中国指数季调剔除56只成分股 如何影响股指走势？,MSCI中国指数新增了10只成份股，剔除了56只成份股，使总成份股数量降至656只（2023年底为766只）。,2024-06-04 00:35:36,第一财经,http://stock.eastmoney.com/a/202406033094279448.html
58,766,一季度社保持仓盘点：金融权重股持仓市值居前 大幅增仓多只工程机械板块个股,一季度一共766只个股的前十大流通股东中出现了社保基金的身影，相比比去年四季度末减少了13只。,2024-05-12 14:48:21,财联社,http://finance.eastmoney.com/a/202405123073873253.html
59,766,新能源环卫车低能耗、少扰民，但购置成本、停车充电场地都是坎,上海市绿化市容局局长邓建平4月24日做客“2024上海民生访谈”时透露，截至今年3月底，上海已更新新能源环卫车766辆，其中,2024-04-24 21:01:44,上观新闻,http://finance.eastmoney.com/a/202404243059144672.html
60,766,期债 转为箱体整理,据测算，1—3月，国债月度净融资在766亿—2647亿元，若万亿元特别国债在二季度分批发行，则将对流动性产生影响。,2024-05-08 08:47:15,期货日报,http://finance.eastmoney.com/a/202405083069521920.html
61,766,盈利121亿！万科A在手货币资金近千亿元 今年不分红派息,全年新获融资897亿元，其中境内新获融资766亿元，新获融资的综合成本3.61%，境外新获融资131亿元。 ,2024-03-28 20:53:13,大河财立方,http://finance.eastmoney.com/a/202403283028172779.html
62,766,万科2023年实现归母净利润121.6亿元,2023年万科在境内外合计新获取的融资近900亿元，其中境内新增融资766亿元，新增融资的综合成本3.61%。,2024-03-28 20:37:18,北京商报,http://finance.eastmoney.com/a/202403283028163270.html
63,766,北部湾财险1.46亿股股权遇二度流拍， 2.03亿元起拍难觅买家,时隔近2个月后，该笔股权以同样的起拍价进行二度拍卖，但仅有766次围观，13人设置提醒，同样无人报名。 ,2024-05-24 10:52:36,蓝鲸财经,http://finance.eastmoney.com/a/202405243086330029.html
64,766,预计2024年全国新增发电装机将再次突破3亿千瓦,电网完成投资766亿元，同比增长14.7%。,2024-04-25 09:29:35,证券日报,http://finance.eastmoney.com/a/202404253058888035.html
65,766,中电联：迎峰度夏期间全国电力供需形势总体紧平衡,10.1%；电源完成投资1365亿元，同比增长7.7%，其中非化石能源发电投资占电源投资的比重为86.1%；电网完成投资766,2024-04-25 03:37:34,上海证券报,http://finance.eastmoney.com/a/202404253058121615.html
66,766,中国电力企业联合会：预计2024年全国新增发电装机将再次突破3亿千瓦,电网完成投资766亿元，同比增长14.7%。,2024-04-25 03:09:20,证券日报,http://finance.eastmoney.com/a/202404253058086998.html
67,766,中海油服：公司及控股子公司提供的对外担保总额约为人民币397.9亿元,截至发稿，中海油服市值为766亿元。（文章来源：每日经济新闻）,2024-03-25 17:54:10,每日经济新闻,http://finance.eastmoney.com/a/202403253023032675.html
68,766,金融机构拓展养老第三支柱赛道,比如，截至2023年年末，建行已经累计开立个人养老金账户超900万户，手机银行个人养老金开户数为766万。,2024-05-18 02:12:28,中国经营网,http://finance.eastmoney.com/a/202405183080406135.html
69,766,一季度业绩利好提振电力股 华能国际H股盘中一度涨超8%,电网工程完成投资766亿元，同比增长14.7%。,2024-04-24 10:48:59,财联社,http://finance.eastmoney.com/a/202404243057285358.html
70,766,格力电器2023年营收再回2000亿元大关 拟每10股派现金23.80 元,"365,946,367.10元，按10%提取法定盈余公积2,704,897,285.76元，扣除股份注销、股份支付影响313,766,812.32",2024-04-30 10:26:49,读创,http://finance.eastmoney.com/a/202404303065255627.html
71,766,老院士为“小院士”发明点赞,院士专家校园行”活动邀请了18名院士在内的120多位不同领域的科技工作者，累计深入全市11个区为29万多中小学生开展科普讲座766,2024-05-21 04:00:49,广州日报,http://finance.eastmoney.com/a/202405213082059331.html
72,766,个人养老金开户数超5000万 金融机构拓展养老第三支柱赛道,比如，截至2023年年末，建行已经累计开立个人养老金账户超900万户，手机银行个人养老金开户数为766万。,2024-05-16 12:19:39,中国经营网,http://finance.eastmoney.com/a/202405163078527515.html
73,766,万科最新回应,其中，境内新获融资766亿元，新获融资的综合成本3.61%。3月29日，万科举行2023年度业绩推介会。,2024-04-10 14:56:26,上海证券报,http://finance.eastmoney.com/a/202404103039211792.html
74,766,普益标准：一季度新发银行理财平均业绩比较基准有所下降,数据显示，一季度理财公司新发4003款理财产品，环比增加485款，占全市场理财产品发行量的54.07%，其中766款为开放式产品,2024-04-23 20:27:11,新京报,http://finance.eastmoney.com/a/202404233056813410.html
75,766,异军突起！多位基金经理提前加仓这个板块 ETF已大涨超15%,盈利能力进一步加强；绿电方面，2023年，国内电网基本建设投资完成额5275亿元，同比增长5.2%；2024第一季度电网投资完成额766,2024-05-26 07:35:32,券商中国,http://finance.eastmoney.com/a/202405263087162237.html
76,766,淡水河谷提前两年在巴西实现100%可再生能源供电,“塞拉多骄阳”是拉丁美洲最大的太阳能园区之一，其装机容量达到766兆瓦峰值(MWp)，相当于一座80万居民城市的用电量。,2024-04-16 14:47:59,中国新闻网,http://finance.eastmoney.com/a/202404163046775046.html
77,766,万科：2023年实现营收4657亿元 年内新获取项目43个,报告期内，万科全年新获融资897亿元，其中境内新获融资766亿元，新获融资的综合成本3.61%，境外新获融资131亿元。 ,2024-03-28 21:31:26,新京报,http://finance.eastmoney.com/a/202403283028203711.html
78,766,中资企业重塑塞尔维亚百年铜矿,5年来，公司积极解决当地就业问题，新增招聘了2900名本地员工，同步开展本地人才培养和梯队建设工作，过去5年共有766名本地员工得到晋升,2024-05-16 05:59:43,经济日报,http://finance.eastmoney.com/a/202405163077847481.html
79,766,吴清再谈投资者保护 将有哪些实招硬招？,截至2024年5月31日，投资者服务中心已提起支持诉讼案件57件，共涉及投资者人数为766人，其中已结案35件，实现赔偿总金额约,2024-06-19 12:49:21,财联社,http://finance.eastmoney.com/a/202406193107691020.html
80,766,主力资金净流入233.43亿元，电子最受青睐,1.04-1.41轻工制造4.114.47---个股方面，全天资金净流入的个股共有3002只，净流入在1000万元以上的有766,2024-04-17 16:38:52,证券时报网,http://finance.eastmoney.com/a/202404173048819669.html
81,766,消费热力涌现 企业向“新”而行——从上市公司年报看经济发展新亮点,以创业板为例，177家绿色低碳领域公司实现营业收入1.1万亿元、净利润766亿元，同比增长13.2%、15.0%，高于市场平均水平,2024-05-15 01:27:43,新华社,http://finance.eastmoney.com/a/202405153076462575.html
82,766,财经财经聚焦｜消费热力涌现 企业向“新”而行——从上市公司年报看经济发展新亮点,以创业板为例，177家绿色低碳领域公司实现营业收入1.1万亿元、净利润766亿元，同比增长13.2%、15.0%，高于市场平均水平,2024-05-14 19:42:17,新华社,http://finance.eastmoney.com/a/202405143076400174.html
83,766,中电联：部分地区新能源利用率将下降,电网完成投资766亿元，同比增长14.7%，其中，直流工程投资同比增长30.4%；交流工程投资同比增长9.7%。 ,2024-04-25 10:37:32,界面新闻,http://finance.eastmoney.com/a/202404253059034725.html
84,766,前三月电力投资保持快速增长,电网完成投资766亿元，同比增长14.7%，其中，直流工程投资同比增长30.4%；交流工程投资同比增长9.7%。 ,2024-04-25 06:16:44,中国证券报,http://finance.eastmoney.com/a/202404253058327077.html
85,766,刷屏！万科回应举报,2023年，万科积极加强和金融机构的互信合作，公司全年新获融资897亿元，其中境内新获融资766亿元，新获融资的综合成本3.61%,2024-04-01 21:23:33,上海证券报,http://finance.eastmoney.com/a/202404013031624898.html
86,766,年报速读｜万科2023年实现营收4657.4亿元 同比减少7.56%,在行业整体融资显著收缩之下，万科依然获得了各大金融机构的信任和支持，2023年在境内外合计新获取的融资近900亿元，其中境内新增融资766,2024-03-28 21:06:12,每日经济新闻,http://finance.eastmoney.com/a/202403283028185910.html
87,766,嘉曼服饰：2024年第一季度净利润5315.35万元 同比下降17.51%,筹码集中度方面，截至2024年一季度末，公司股东总户数为1.34万户，较上年末下降了766户，降幅5.41%；户均持股市值由上年末的,2024-04-22 23:33:57,中国证券报·中证网,http://finance.eastmoney.com/a/202404223054702789.html
88,766,新华财经晚报：4月LPR报价维持不变 增发国债资金已于年初全部下达,1-3月份电网工程完成投资766亿元，同比增长14.7%。 ,2024-04-22 17:41:24,新华财经,http://finance.eastmoney.com/a/202404223054396988.html
89,766,万科祝九胜：融资客观有压力 但能闯过去,融资方面，万科报告期内积极与金融机构和投资人链接互动，动态调整融资策略，获得广泛支持，全年新获融资897亿元，境内新获融资766,2024-03-29 11:23:09,南方都市报,http://finance.eastmoney.com/a/202403293029360976.html
90,766,万科：已上报白名单项目42个 在手货币资金可覆盖一年内到期有息负债,2023年在境内外合计新获取的融资近900亿元，其中境内新增融资766亿元，新增融资的综合成本3.61%。,2024-03-29 10:49:13,新华财经,http://finance.eastmoney.com/a/202403293029341784.html
91,766,4月24日晚间重要公告集锦,"长城汽车：一季度净利润同比增长1752.55% 长城汽车发布一季报，2024年一季度实现营业总收入42,859,766,505.58",2024-04-24 22:08:35,上海证券报·中国证券网,http://finance.eastmoney.com/a/202404243057947696.html
92,766,江苏一民企巨头栽了！证监会拟重罚2.3亿元 幕后百亿富豪已被立案,2021年及2022年，其财富值均为95亿元，分别位列榜单第766位、663位。但在2023年，其未能上榜。,2024-05-08 17:53:08,华夏时报,http://finance.eastmoney.com/a/202405083070243070.html
93,766,万科年报出炉：2023年实现净利润121.6亿元,在行业整体融资显著收缩之下，万科依然获得了各大金融机构的信任和支持，2023年在境内外合计新获取的融资近900亿元，其中境内新增融资766,2024-03-28 21:39:18,中国证券报·中证金牛座,http://finance.eastmoney.com/a/202403283028210276.html
94,766,驻泰国使馆提醒赴泰同胞宋干节期间注意旅行安全,中国驻泰国使馆领保电话02-245-7010 中国驻清迈总领馆领保电话081-882-3283 中国驻宋卡总领馆领保电话081-766,2024-04-08 13:41:15,中国新闻网,http://finance.eastmoney.com/a/202404083036065553.html
95,766,3月国内光伏新增装机罕见下降超三成,电网工程完成投资766亿元，同比增长14.7%。图片来源：国家能源局（文章来源：界面新闻）,2024-04-22 16:18:24,界面新闻,http://finance.eastmoney.com/a/202404223054280169.html
96,766,广州荔湾一工地出现塌方 两名施工人员遇难,广州市荔湾区应急管理局网站2月28日发布通报，2024年2月27日下午16:15左右，荔湾区东漖北路766号附近保利东漖,2024-02-28 14:47:21,界面新闻,http://finance.eastmoney.com/a/202402282997053493.html
97,766,午评：指数震荡调整沪指跌0.47% 养殖业、国防军工板块走强,电网工程完成投资766亿元，同比增长14.7%。 ,2024-04-22 12:00:04,新华财经,http://finance.eastmoney.com/a/202404223054118263.html
98,766,广州荔湾一工地出现塌方 两名人员遇难,通报称，2月27日16:15左右，荔湾区东漖北路766号附近保利东漖N上地块基坑支护与土方开挖项目在土方开挖作业过程中出现塌方,2024-02-28 16:54:47,中国新闻网,http://finance.eastmoney.com/a/202402282997188347.html
99,766,锐新科技：累计回购股份数量约为68万股,公司通过回购专用证券账户以集中竞价交易方式累计回购公司股份数量约为68万股，占公司总股本的0.41%，最高成交价为11.6元/股，最低成交价为10.45元/股，已使用资金总额约为766,2024-03-01 21:57:12,每日经济新闻,http://finance.eastmoney.com/a/202403013000012077.html
